"key","en","vi"
"em_yggdrasil_side_quest_sword.lore[0]","&cIt appeared in your hand without explanation.","&cNó xuất hiện trong tay bạn không có lời giải thích."
"em_yggdrasil_side_quest_sword.lore[1]","&cThe edge gleams with a mischievous grin,","&cLưỡi kiếm lấp lánh với nụ cười nghịch ngợm,"
"em_yggdrasil_side_quest_sword.lore[2]","&ceager for playful chaos.","&csẵn sàng cho một cuộc hỗn loạn vui nhộn."
"em_yggdrasil_side_quest_sword.name","&cLaughing Blade","&cLưỡi Kiếm Cười"
"em_yggdrasil_special_drop_chestplate_jotnar.lore[0]","&9Forged in the heart of the ice plains,","&9Được rèn trong trái tim các đồng bằng băng,"
"em_yggdrasil_special_drop_chestplate_jotnar.lore[1]","&9this chestplate belonged to a fearsome Jotnar.","&9áo giáp này từng thuộc về một Jotnar đáng sợ."
"em_yggdrasil_special_drop_chestplate_jotnar.lore[2]","&9Its very presence chills the air.","&9Sự hiện diện của nó làm không khí lạnh đi."
"em_yggdrasil_special_drop_chestplate_jotnar.name","&bGlacier Guard of the Jotnar","&bGiáp Ngực Sông Băng Của Jotnar"
"em_yggdrasil_special_drop_hoe_wyrm.lore[0]","&cThe soil itself seems to tremble under its touch.","&cMặt đất dường như run lên dưới lớp chạm của nó."
"em_yggdrasil_special_drop_hoe_wyrm.name","&cWyrmfang Hoe","&cCuốc Nanh Wyrm"
"em_yggdrasil_special_drop_shovel_jotnar.lore[0]","&bEvery strike chills the ground it touches.","&bMỗi cú chém làm lạnh đi mặt đất nó chạm vào."
"em_yggdrasil_special_drop_shovel_jotnar.name","&bFrostbite Shovel","&bXẻng Cắn Băng"
"em_yggdrasil_special_drop_sword_wyrm.lore[0]","&cForged in the inferno of the Wyrm's maw,","&cĐược rèn trong lò hỏa của hàm Wyrm,"
"em_yggdrasil_special_drop_sword_wyrm.lore[1]","&cthis blade burns with ancient fire.","&clưỡi kiếm này cháy bừng với lửa cổ xưa."
"em_yggdrasil_special_drop_sword_wyrm.lore[2]","&cFlames dance upon its edge.","&cLửa nhảy múa trên lưỡi kiếm."
"em_yggdrasil_special_drop_sword_wyrm.name","&6Blaze Maw Blade of the Wyrm","&6Lưỡi Hàm Lửa Của Wyrm"
"em_yggdrasil_special_drop_trident_draugr.lore[0]","&7Worn by the restless dead that rise","&7Được đeo bởi những kẻ chết không yên trỗi dậy"
"em_yggdrasil_special_drop_trident_draugr.lore[1]","&7from their barrows. Its touch carries","&7từ huyệt mộ của chúng. Bàn tay chạm vào nó mang theo"
"em_yggdrasil_special_drop_trident_draugr.lore[2]","&7the chill and decay of the grave.","&7sự lạnh và mục rữa của mồ mả."
"em_yggdrasil_special_drop_trident_draugr.name","&5Life Piercer","&5Kẻ Xuyên Thủng Sinh Mạng"
"em_yggdrasil_summon_jotnar_vex.name","$level &bSnow Vex","$level &bVex Tuyết"
"em_yggdrasil_summon_wyrm_fire_charge.name","$level &6Fire Charge","$level &6Quả Cầu Lửa"
"em_yggdrasil_tree_teleporter_dummy_one.name","$normalLevel &eYggdrasilTeleDummy","$normalLevel &eYggdrasilTeleDummy"
"em_yggdrasil_tree_teleporter_dummy_two.name","$normalLevel &eYggdrasilTeleDummy2","$normalLevel &eYggdrasilTeleDummy2"
"enchanted.dialog[0]","Enchantment results are\nnot guaranteed!","Kết quả phù phép\nkhông được đảm bảo!"
"enchanted.dialog[1]","Don't complain if it fails!","Đừng than phiền nếu nó thất bại!"
"enchanted.dialog[2]","Got an enchanted book?","Có sách phù phép không?"
"enchanted.dialog[3]","Higher quality items are\nriskier to enchant!","Vật phẩm chất lượng cao\nrủi ro hơn khi phù phép!"
"enchanted.farewell[0]","Got what you wanted!","Có thứ bạn muốn rồi đây!"
"enchanted.farewell[1]","How's your karma?","Nghiệp của bạn dạo này sao rồi?"
"enchanted.farewell[2]","If at first you fail,\ntry and try again!","Nếu bạn thất bại lần đầu,\nthử đi và thử lại!"
"enchanted.greetings[0]","Need something enchanted?","Cần phù phép thứ gì không?"
"enchanted.greetings[1]","Feeling lucky?","Thấy mình may mắn chứ?"
"enchanted.greetings[2]","Got an item to improve?","Có món đồ nào cần cải thiện không?"
"enchanted.greetings[3]","Got enchanted books?","Có sách phù phép không?"
"enchanted.name","<g:#6A4A7A:#7A5A8A>Eden</g>","<g:#6A4A7A:#7A5A8A>Eden</g>"
"enchanted.role","<g:#5A3A6A:#6A4A7A><Enchanter></g>","<g:#5A3A6A:#6A4A7A><Người Phù Phép></g>"
"enchanted_book_arrow_damage.lore[0]","&2Used to enchant items at the enchanter!","&2Dùng để phù phép vật phẩm tại bàn phù phép!"
"enchanted_book_arrow_damage.name","&5Elite Power Enchanted Book","&5Sách Phù Phép Elite Power"
"enchanted_book_arrow_fire.lore[0]","&2Used to enchant items at the enchanter!","&2Dùng để phù phép vật phẩm tại bàn phù phép!"
"enchanted_book_arrow_fire.name","&5Elite Flame Enchanted Book","&5Sách Phù Phép Elite Flame"
"enchanted_book_arrow_infinite.lore[0]","&2Used to enchant items at the enchanter!","&2Dùng để phù phép vật phẩm tại bàn phù phép!"
"enchanted_book_arrow_infinite.name","&5Elite Infinity Enchanted Book","&5Sách Phù Phép Elite Infinity"
"enchanted_book_arrow_knockback.lore[0]","&2Used to enchant items at the enchanter!","&2Dùng để phù phép vật phẩm tại bàn phù phép!"
"enchanted_book_arrow_knockback.name","&5Elite Punch Enchanted Book","&5Elite Punch Enchanted Book"
"enchanted_book_channeling.lore[0]","&2Used to enchant items at the enchanter!","&2Dùng để phù phép vật phẩm tại bàn phù phép!"
"enchanted_book_channeling.name","&5Elite Channeling Enchanted Book","&5Elite Channeling Enchanted Book"
"enchanted_book_critical_strikes.lore[0]","&2Used to enchant items at the enchanter!","&2Dùng để phù phép vật phẩm tại bàn phù phép!"
"enchanted_book_critical_strikes.name","&5Elite Critical Strikes Enchanted Book","&5Elite Critical Strikes Enchanted Book"
"enchanted_book_damage_all.lore[0]","&2Used to enchant items at the enchanter!","&2Dùng để phù phép vật phẩm tại bàn phù phép!"
"enchanted_book_damage_all.name","&5Elite Sharpness Enchanted Book","&5Elite Sharpness Enchanted Book"
"enchanted_book_damage_arthropods.lore[0]","&2Used to enchant items at the enchanter!","&2Dùng để phù phép vật phẩm tại bàn phù phép!"
"enchanted_book_damage_arthropods.name","&5Elite Bane of Arthropods Enchanted Book","&5Elite Bane of Arthropods Enchanted Book"
"enchanted_book_damage_undead.lore[0]","&2Used to enchant items at the enchanter!","&2Dùng để phù phép vật phẩm tại bàn phù phép!"
"enchanted_book_damage_undead.name","&5Elite Smite Enchanted Book","&5Elite Smite Enchanted Book"
"enchanted_book_depth_strider.lore[0]","&2Used to enchant items at the enchanter!","&2Dùng để phù phép vật phẩm tại bàn phù phép!"
"enchanted_book_depth_strider.name","&5Elite Depth Strider Enchanted Book","&5Elite Depth Strider Enchanted Book"
"enchanted_book_dig_speed.lore[0]","&2Used to enchant items at the enchanter!","&2Dùng để phù phép vật phẩm tại bàn phù phép!"
"enchanted_book_dig_speed.name","&5Elite Efficiency Enchanted Book","&5Elite Efficiency Enchanted Book"
"enchanted_book_drilling.lore[0]","&2Used to enchant items at the enchanter!","&2Dùng để phù phép vật phẩm tại bàn phù phép!"
"enchanted_book_drilling.name","&5Elite Drilling Enchanted Book","&5Elite Drilling Enchanted Book"
"enchanted_book_durability.lore[0]","&2Used to enchant items at the enchanter!","&2Dùng để phù phép vật phẩm tại bàn phù phép!"
"enchanted_book_durability.name","&5Elite Unbreaking Enchanted Book","&5Elite Unbreaking Enchanted Book"
"enchanted_book_earthquake.lore[0]","&2Used to enchant items at the enchanter!","&2Dùng để phù phép vật phẩm tại bàn phù phép!"
"enchanted_book_earthquake.name","&5Elite Earthquake Enchanted Book","&5Elite Earthquake Enchanted Book"
"enchanted_book_flamethrower.lore[0]","&2Used to enchant items at the enchanter!","&2Dùng để phù phép vật phẩm tại bàn phù phép!"
"enchanted_book_flamethrower.name","&5Elite Flamethrower Enchanted Book","&5Elite Flamethrower Enchanted Book"
"enchanted_book_frost_walker.lore[0]","&2Used to enchant items at the enchanter!","&2Dùng để phù phép vật phẩm tại bàn phù phép!"
"enchanted_book_frost_walker.name","&5Elite Frost Walker Enchanted Book","&5Elite Frost Walker Enchanted Book"
"enchanted_book_hunter.lore[0]","&2Used to enchant items at the enchanter!","&2Dùng để phù phép vật phẩm tại bàn phù phép!"
"enchanted_book_hunter.name","&5Elite Hunter Enchanted Book","&5Elite Hunter Enchanted Book"
"enchanted_book_ice_breaker.lore[0]","&2Used to enchant items at the enchanter!","&2Dùng để phù phép vật phẩm tại bàn phù phép!"
"enchanted_book_ice_breaker.name","&5Elite Ice Breaker Enchanted Book","&5Sách Phù Phép Elite Ice Breaker"
"enchanted_book_impaling.lore[0]","&2Used to enchant items at the enchanter!","&2Dùng để phù phép vật phẩm tại bàn phù phép!"
"enchanted_book_impaling.name","&5Elite Impaling Enchanted Book","&5Sách Phù Phép Elite Impaling"
"enchanted_book_knockback.lore[0]","&2Used to enchant items at the enchanter!","&2Dùng để phù phép vật phẩm tại bàn phù phép!"
"enchanted_book_knockback.name","&5Elite Knockback Enchanted Book","&5Sách Phù Phép Elite Knockback"
"enchanted_book_lightning.lore[0]","&2Used to enchant items at the enchanter!","&2Dùng để phù phép vật phẩm tại bàn phù phép!"
"enchanted_book_lightning.name","&5Elite Lightning Enchanted Book","&5Sách Phù Phép Elite Lightning"
"enchanted_book_loot_bonus_blocks.lore[0]","&2Used to enchant items at the enchanter!","&2Dùng để phù phép vật phẩm tại bàn phù phép!"
"enchanted_book_loot_bonus_blocks.name","&5Elite Fortune Enchanted Book","&5Sách Phù Phép Elite Fortune"
"enchanted_book_loot_bonus_mobs.lore[0]","&2Used to enchant items at the enchanter!","&2Dùng để phù phép vật phẩm tại bàn phù phép!"
"enchanted_book_loot_bonus_mobs.name","&5Elite Looting Enchanted Book","&5Sách Phù Phép Elite Looting"
"enchanted_book_loud_strikes.lore[0]","&2Used to enchant items at the enchanter!","&2Dùng để phù phép vật phẩm tại bàn phù phép!"
"enchanted_book_loud_strikes.name","&5Elite Loud Strikes Enchanted Book","&5Sách Phù Phép Elite Loud Strikes"
"enchanted_book_loyalty.lore[0]","&2Used to enchant items at the enchanter!","&2Dùng để phù phép vật phẩm tại bàn phù phép!"
"enchanted_book_loyalty.name","&5Elite Loyalty Enchanted Book","&5Sách Phù Phép Elite Loyalty"
"enchanted_book_luck.lore[0]","&2Used to enchant items at the enchanter!","&2Dùng để phù phép vật phẩm tại bàn phù phép!"
"enchanted_book_luck.name","&5Elite Luck of the Sea Enchanted Book","&5Sách Phù Phép Elite Luck of the Sea"
"enchanted_book_lure.lore[0]","&2Used to enchant items at the enchanter!","&2Dùng để phù phép vật phẩm tại bàn phù phép!"
"enchanted_book_lure.name","&5Elite Lure Enchanted Book","&5Sách Phù Phép Elite Lure"
"enchanted_book_mending.lore[0]","&2Used to enchant items at the enchanter!","&2Dùng để phù phép vật phẩm tại bàn phù phép!"
"enchanted_book_mending.name","&5Elite Mending Enchanted Book","&5Sách Phù Phép Elite Mending"
"enchanted_book_meteor_shower.lore[0]","&2Used to enchant items at the enchanter!","&2Dùng để phù phép vật phẩm tại bàn phù phép!"
"enchanted_book_meteor_shower.name","&5Elite Meteor Shower Enchanted Book","&5Sách Phù Phép Elite Meteor Shower"
"enchanted_book_multishot.lore[0]","&2Used to enchant items at the enchanter!","&2Dùng để phù phép vật phẩm tại bàn phù phép!"
"enchanted_book_multishot.name","&5Elite Multishot Enchanted Book","&5Sách Phù Phép Elite Multishot"
"enchanted_book_of_diamond.lore[0]","&2Awarded to those who challenged the Diamond Arena","&2Được trao cho những người đã thách thức Diamond Arena"
"enchanted_book_of_diamond.name","&5The Book of Diamond","&5Cuốn Sách của Diamond"
"enchanted_book_of_iron.lore[0]","&2Awarded to those who challenged the Iron Arena","&2Được trao cho những người đã thách thức Iron Arena"
"enchanted_book_of_iron.name","&5The Book of Iron","&5Cuốn Sách của Iron"
"enchanted_book_oxygen.lore[0]","&2Used to enchant items at the enchanter!","&2Dùng để phù phép vật phẩm tại bàn phù phép!"
"enchanted_book_oxygen.name","&5Elite Respiration Enchanted Book","&5Sách Phù Phép Elite Respiration"
"enchanted_book_piercing.lore[0]","&2Used to enchant items at the enchanter!","&2Dùng để phù phép vật phẩm tại bàn phù phép!"
"enchanted_book_piercing.name","&5Elite Piercing Enchanted Book","&5Sách Phù Phép Elite Piercing"
"enchanted_book_plasma_boots.lore[0]","&2Used to enchant items at the enchanter!","&2Dùng để phù phép vật phẩm tại bàn phù phép!"
"enchanted_book_plasma_boots.name","&5Elite Plasma Boots Enchanted Book","&5Sách Phù Phép Elite Plasma Boots"
"enchanted_book_protection_environmental.lore[0]","&2Used to enchant items at the enchanter!","&2Dùng để phù phép vật phẩm tại bàn phù phép!"
"enchanted_book_protection_environmental.name","&5Elite Protection Enchanted Book","&5Sách Phù Phép Elite Protection"
"enchanted_book_protection_explosions.lore[0]","&2Used to enchant items at the enchanter!","&2Dùng để phù phép vật phẩm tại bàn phù phép!"
"enchanted_book_protection_explosions.name","&5Elite Blast Protection Enchanted Book","&5Sách Phù Phép Elite Blast Protection"
"enchanted_book_protection_fall.lore[0]","&2Used to enchant items at the enchanter!","&2Dùng để phù phép vật phẩm tại bàn phù phép!"
"enchanted_book_protection_fall.name","&5Elite Feather Falling Enchanted Book","&5Sách Phù Phép Elite Feather Falling"
"enchanted_book_protection_fire.lore[0]","&2Used to enchant items at the enchanter!","&2Dùng để phù phép vật phẩm tại bàn phù phép!"
"enchanted_book_protection_fire.name","&5Elite Fire Protection Enchanted Book","&5Sách Phù Phép Elite Fire Protection"
"enchanted_book_protection_projectile.lore[0]","&2Used to enchant items at the enchanter!","&2Dùng để phù phép vật phẩm tại bàn phù phép!"
"enchanted_book_protection_projectile.name","&5Elite Projectile Protection Enchanted Book","&5Sách Phù Phép Elite Projectile Protection"
